restaurant_name_tc,restaurant_name_en,district_name_tc,district_name_en,district_code,address_tc,address_en,license_id,license_type_code,info_code,expiry_date,latitude,longitude,lastupdate,google_id,rating,price_level,review_count,primary_type,all_types,naming_style_en,naming_style_tc
泰瀾鑊,THAILAND WOK,元朗區,Yuen Long,94,新界元朗康業街8號朗壹廣場地下 G17-18號鋪及鋪前露天座位,"SHOP NOS. G17-18 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, FLOOR G, ONE NORTH, 8 HONG YIP STREET, YUEN LONG, NEW TERRITORIES",2294810840,RL,#A,2026-07-26,22.4509346422078,114.029880097583,2025-07-23,ChIJb5N1CRTxAzQRimOumumCZAM,3.6,0.0,207,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰味泰國餐廳,THAI TASTY THAI RESTAURANT,荃灣區,Tsuen Wan,92,新界荃灣安逸街2-22號及荃景圍187-195號荃威花園二期 地下6號鋪,"SHOP NO. 6, G/F, PHASE 2, COMMERCIAL DEVELOPMENT ALLWAY GARDENS, NOS. 187-195 TSUEN KING CIRCUIT & NOS. 2-22 ON YAT STREET, TSUEN WAN, NEW TERRITORIES",2292809134,RL,,2026-03-27,22.3783976208145,114.104739834951,2025-04-24,ChIJzWR4d_P5AzQRa4TEUPHMFBs,4.1,0.0,44,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰沾麵,ASURA,油尖區,Yau Tsim,61,九龍尖沙咀麼地道67號半島中心地下G37 及 G38 號鋪及 鋪前露天座位,"SHOP G37 & G38 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, G/F, PENINSULA CENTRE, NO. 67 MODY ROAD, TSIM SHA TSUI, KOWLOON",2261822254,RL,#A#G,2026-07-24,22.299063823527916,114.17729145377147,2025-10-03,ChIJJcCrWTABBDQRmxcMfBPVYcg,4.3,0.0,203,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
阿閒泰,Ahan Thai,灣仔區,Wan Chai,12,香港銅鑼灣告士打道280號 世貿中心4樓L4-06號鋪,"SHOP NO. L4-06, LEVEL 4, WORLD TRADE CENTRE, 280 GLOUCESTER ROAD, CAUSEWAY BAY, HONG KONG",2212821891,RL,,2026-07-06,22.2815279,114.1842189,2025-07-03,ChIJAyVv0jEBBDQRghmYJOcuERY,4.2,3.0,174,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
米泰,Khao San,觀塘區,Kwun Tong,51,九龍九龍灣宏照道38號 企業廣場5期MEGABOX 11樓11舖,"UNIT 11, LEVEL 11, MEGABOX, ENTERPRISE SQUARE FIVE, 38 WANG CHIU ROAD, KOWLOON BAY, KOWLOON",2251809551,RL,#G#H,2026-06-15,22.3199795,114.2084331,2025-06-09,ChIJO7nejmUBBDQRWNbvSPJ6Ylw,4.4,0.0,242,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰牛美食有限公司,THAI COW CUISINE LIMITED,北區,North,96,新界上水石湖墟龍琛路39號上水廣場5樓505號舖,"SHOP 505, LEVEL 5, LANDMARK NORTH, NO. 39 LUNG SUM AVENUE, SHEK WU HUI, SHEUNG SHUI, NEW TERRITORIES",2296803550,RL,#G,2026-04-23,22.502532337076865,114.12782667930873,2025-04-29,ChIJg-0h2oD3AzQRwjI5oXOEJeU,3.3,0.0,29,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
米泰/牛氣,Khao San/ Nabe Urawa,沙田區,Sha Tin,97,新界大圍車公廟路18號圍方4樓431-432號鋪 及431-432號鋪對出座位間,"SHOP UNITS 431-432 AND SEATING AREA OPPOSITE SHOP  UNITS 431-432, LEVEL 4, THE WAI, 18 CHE KUNG MIU ROAD, TAI WAI, NEW TERRITORIES",2297809722,RL,#G#H,2027-01-10,22.3727186,114.1794464,2026-01-06,ChIJcadCOpcHBDQRQ7Nt3XAHL7o,4.6,0.0,1289,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰作,Twinkle Elephant,葵青區,Kwai Tsing,91,新界青衣青敬路33號青衣城3樓302鋪,"SHOP UNIT 302, 3/F, MARITIME SQUARE, 33 TSING KING ROAD, TSING YI, NEW TERRITORIES",2291805074,RL,#G,2027-04-17,22.3557491,114.1083016,2026-03-11,ChIJm8_Xfsj5AzQRzm-TZ7yxiWA,4.5,0.0,873,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰瀾鑊,THAILAND WOK,東區,Eastern,11,香港北角渣華道133號北角匯三期地下 G7及G8號鋪,"SHOP NOS. G7 & G8, G/F, HARBOUR NORTH, PHASE 3, NO. 133 JAVA ROAD, NORTH POINT, HONG KONG",2211810845,RL,,2026-11-07,22.292979197563117,114.20247488562516,2025-11-07,ChIJsyG3aKEBBDQRB7u3x4WpWtU,3.7,0.0,89,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
現時泰,In's Thai,中西區,Central/Western,18,香港金鐘夏慤道16號遠東金融中心 高層地下D2號鋪,"SHOP NO. D2, UPPER GROUND FLOOR, FAR EAST FINANCE CENTRE, 16 HARCOURT ROAD, ADMIRALTY, HONG KONG",3118810994,RR,,2026-11-01,22.279965,114.1640653,2025-11-03,ChIJOepuNDwBBDQRNPQjIp1nh_M,4.4,0.0,23,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰沾麵,ASURA,九龍城區,Kowloon City,52,九龍啟德協調道2號 AIRSIDE 2樓L205號鋪,"SHOP NO. L205, 2/F, AIRSIDE, NO. 2 CONCORDE ROAD, KAI TAK, KOWLOON",2252809479,RL,#G,2026-05-20,22.331205632871573,114.19853295069515,2025-06-02,ChIJLVweJzUHBDQRoTuDayJecAM,3.5,0.0,94,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰亭,SALA THAI,北區,North,96,新界粉嶺聯和道11號地下,"G/F., NO. 11 LUEN WO ROAD, FANLING, NEW TERRITORIES",2296803569,RL,,2026-04-25,22.497445037682468,114.14234713912036,2025-03-13,ChIJSYi8zRb3AzQR5YlSw179WUY,3.8,0.0,38,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國婆,GRANDMA THAI,屯門區,Tuen Mun,93,新界屯門屯門鄉事會路83號 V CITY第1層L1-2B號鋪,"SHOP NO. L1-2B, LEVEL 1, V CITY, 83 TUEN MUN HEUNG SZE WUI ROAD, TUEN MUN, NEW TERRITORIES",2293807311,RL,,2026-04-18,22.395680413654027,113.9740260010324,2025-04-09,ChIJ2erU4hT7AzQRh2J0g5q_tHQ,3.1,0.0,76,asian_restaurant,"['asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰Grill,Thai Grill,西貢區,Sai Kung,98,新界將軍澳唐俊街12號天晉滙地下G06號鋪,"SHOP G06, G/F, POPWALK, 12 TONG CHUN STREET, TSEUNG KWAN O, NEW TERRITORIES",2298806997,RL,#G,2027-02-14,22.3067270429277,114.260854663045,2026-01-07,ChIJ79VX2MgDBDQRggzHtqcGI_8,4.2,0.0,153,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰鑫,RANGSIT THAI BOAT NOODLES,灣仔區,Wan Chai,12,香港灣仔皇后大道東222號 GARDENEAST地下2舖,"SHOP 2, G/F, GARDENEAST, 222 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",2212823000,RL,,2026-07-11,22.274767053485306,114.17266936463658,2025-07-21,ChIJHzaCcwABBDQRjC0DXnPDXko,4.4,0.0,200,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Bamboo Thai,Bamboo Thai,南區,Southern,15,香港黃竹坑香葉道11號 THE SOUTHSIDE 2樓204號鋪,"SHOP UNIT 204, 2/F, THE SOUTHSIDE, NO. 11 HEUNG YIP ROAD, WONG CHUK HANG, HONG KONG",2215803443,RL,#F#G,2026-11-17,22.24751819197955,114.16754579326256,2025-11-06,ChIJPR-J5vsBBDQRU2BVNlLicpA,4.4,0.0,144,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
亞萊泰,AROI THAI,黃大仙區,Wong Tai Sin,53,九龍黃大仙龍翔道136號黃大仙中心北館地下G07鋪,"SHOP G07, G/F, TEMPLE MALL NORTH, 136 LUNG CHEUNG ROAD, WONG TAI SIN, KOWLOON",2253805508,RL,#G,2026-12-04,22.34217424635829,114.19263578510146,2025-11-12,ChIJIzVMjdgGBDQRurmmVQdl27Q,3.6,3.0,491,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
爆爆泰菜,KRAPOW HASHTAG B,西貢區,Sai Kung,98,新界西貢將軍澳唐賢街9號POPCORN 1樓 F69號舖及外座區,"SHOP UNIT F69 AND OPEN SEATING AREA, 1/F., POPCORN, 9 TONG YIN STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298807194,RL,,2026-10-21,22.30841183850084,114.26160468017024,2025-10-16,ChIJ4QYf67ADBDQRxlbQ0Xlftyo,4.0,0.0,29,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰太海南雞,THAI TAI,北區,North,96,新界粉嶺百和路88號花都廣場地下80號鋪,"SHOP 80, G/F, FLORA PLAZA, 88 PAK WO ROAD, FANLING, NEW TERRITORIES",3196801011,RR,,2026-05-19,22.485934343730943,114.14085937736188,2025-05-26,ChIJlZskKgD3AzQRY-Pb9mpgS5w,3.6,0.0,9,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰犀利泰國菜館,Thai Classic Restaurant,北區,North,96,新界粉嶺聯和墟和泰街55號泰昌樓地下B室,"FLAT B, G/F, TAI CHEONG HOUSE, 55 WO TAI STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",2296803745,RL,,2026-04-23,22.500192634541964,114.14257121820496,2025-06-03,ChIJEa2nHQD3AzQR3A33KIpW9TI,4.3,0.0,6,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
亞萊泰,AROI THAI,觀塘區,Kwun Tong,51,九龍觀塘秀茂坪邨秀茂坪商場3樓304-307號舖,"SHOP NOS. 304-307, 3/F, SAU MAU PING SHOPPING CENTRE, SAU MAU PING ESTATE, KWUN TONG, KOWLOON",2251810175,RL,#G,2027-01-12,22.3196173418363,114.23207598529407,2026-01-07,ChIJ3yjrIAABBDQRLbHhisEeHXA,2.9,0.0,20,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
沙巴泰越館,SAPA PHO,深水埗區,Sham Shui Po,63,九龍深水埗汝州街190號地下,"G/F, 190 YU CHAU STREET, SHAM SHUI PO, KOWLOON",2263809327,RL,,2026-11-05,22.3292427801808,114.1626489748379,2025-10-27,ChIJHftXXbUBBDQRp5Emad1zD-k,4.1,0.0,84,thai_restaurant,"['thai_restaurant', 'vietnamese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
阿叔泰麵,Asok Thai Noodle,東區,Eastern,11,香港太古城道26號太古城第4期 金殿臺漢宮閣地下G409號鋪,"SHOP NO. G409, G/F, HAN KUNG MANSION, KAM DIN TERRACE, STAGE IV, TAIKOO SHING, 26 TAIKOO SHING ROAD, HONG KONG",2211811273,RL,,2027-01-23,22.286420053065143,114.2152830914596,2026-01-27,ChIJsdiCvwMHBDQRYKmlYZ-HiZw,3.9,0.0,328,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰排檔,泰排檔,油尖區,Yau Tsim,61,九龍佐敦文苑街24號地下,"G/F., 24 MAN YUEN STREET, JORDAN, KOWLOON",2261823813,RL,,2026-04-06,22.30726828798421,114.1663865076238,2025-04-10,ChIJhwKJ6poBBDQRNO1DQ_6csRQ,4.2,0.0,293,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金泰燒烤,金泰燒烤 2,九龍城區,Kowloon City,52,九龍九龍城太子道西386號太子樓地下F及G號舖,"SHOP F & G, G/F, PRINCE MANSION, NO. 386 PRINCE EDWARD ROAD WEST, KOWLOON CITY, KOWLOON",2252809716,RL,,2026-10-29,22.327760685241095,114.18854169265418,2025-10-09,ChIJp0YAKNUABDQR5DVYKmNhbEw,3.8,0.0,218,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰絕,AMAZING THAI,油尖區,Yau Tsim,61,九龍尖沙咀東科學館道14號新文華中心地下G10A鋪,"SHOP G10A, G/F, NEW MANDARIN PLAZA, NO. 14 SCIENCE MUSEUM ROAD, TSIM SHA TSUI EAST, KOWLOON",2261823868,RL,,2026-04-15,22.300188962609027,114.17843959231712,2025-04-17,ChIJEzEpqBABBDQR58RMpN0U4b0,4.6,0.0,78,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
四面泰‧泰式火鍋,Fall in Thai Hot Pot,九龍城區,Kowloon City,52,九龍啟德協調道2號AIRSIDE5樓L514號鋪,"SHOP L514, 5/F, AIRSIDE, 2 CONCORDE ROAD, KAI TAK, KOWLOON",2252809840,RL,,2027-02-26,22.330927697931344,114.19806326691344,2026-02-16,ChIJ573zoZAHBDQRPlNbTZrdhhs,3.4,0.0,61,hot_pot_restaurant,"['hot_pot_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰甜,Thai & Dessert Cafe,葵青區,Kwai Tsing,91,"新界青衣青康路12號長康邨康貴樓(組成綜合商業/停車場的部份 位置, 康和樓和康貴樓) 地下8及9號鋪","SHOP 8 & 9, G/F, HONG KWAI HOUSE (FORMING PART OF INTEGRATED COMMERCIAL/CAR PARK ACCOMMODATION, HONG WO HOUSE & HONG KWAI HOUSE), CHEUNG HONG ESTATE, 12 CHING HONG ROAD, TSING YI, NEW TERRITORIES",2291805490,RL,,2026-10-28,22.349134230054503,114.10557786197003,2025-10-23,ChIJtQd9FQD5AzQRflcJ-1Z7U0c,2.8,0.0,17,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Tommy Yummy Thai Café,Tommy Yummy Thai Café,元朗區,Yuen Long,94,新界元朗朗樂路1號元點商場1樓B147號舖及舖側露天座位,"SHOP NO. B147 AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE ON LEVEL 1, YOHO MIX, NO. 1 LONG LOK ROAD, YUEN LONG, NEW TERRITORIES",2294811612,RL,#A,2026-11-21,22.44540867513749,114.0335817734248,2025-10-24,ChIJD-LdZADxAzQRvaYPgYDlJoo,4.0,0.0,136,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰之味,泰之味,觀塘區,Kwun Tong,51,九龍九龍灣宏光道80號麗晶花園(商場及停車場)地下 G7(A部份)及G8號舖,"SHOP G7(PORTION A) & G8, G/F., RICHLAND GARDENS, (COMMERCIAL AND GARAGE BLOCK), 80 WANG KWONG ROAD, KOWLOON BAY, KOWLOON",2251810272,RL,,2026-03-23,22.32981216910701,114.2064891677086,2025-03-25,ChIJ32iaTy0BBDQRI8Fgf6W5snQ,4.4,0.0,42,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金泰棧,Thai Restaurant,屯門區,Tuen Mun,93,"新界屯門屯利街1號華都花園第二層56, 57及58號鋪","SHOP 56, 57 & 58, LEVEL 2, WALDORF GARDEN, 1 TUEN LEE STREET, TUEN MUN, NEW TERRITORIES",2293807940,RL,,2026-04-24,22.391857265496835,113.97803671377444,2025-05-08,ChIJfe2yKTf7AzQRehAfQmDoEAc,4.0,0.0,46,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
米泰,Khao San,荃灣區,Tsuen Wan,92,新界荃灣大壩街 4-30號荃灣廣場3樓 350-352號鋪,"SHOP NOS. 350-352, LEVEL 3, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",2292810174,RL,#G#H,2026-09-18,22.370973564338247,114.11123954012056,2025-09-22,ChIJgd9QMwD5AzQRuSy61rRE_-w,4.6,0.0,507,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
喜泰美,Hey Thai Mei,南區,Southern,15,香港香港仔鴨脷洲大街71號 逸南地下G3及G5號鋪,"SHOP G3 & G5, G/F, THE UPPER SOUTH, 71 AP LEI CHAU MAIN STREET, ABERDEEN, HONG KONG",2215803708,RL,#G,2026-06-15,22.24395705820082,114.15569032447252,2025-06-20,ChIJ1-QEOgCrBjQRNftJDhEadFU,3.0,0.0,21,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
青青泰國料理,Chin Chin Thai Cuisine,灣仔區,Wan Chai,12,香港銅鑼灣軒尼詩道500號 希慎廣場3樓316-319號舖,"SHOP NOS. 316-319, 3/F, HYSAN PLACE, 500 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",2212824058,RL,,2026-11-24,22.279784207923583,114.18377239708946,2025-11-26,ChIJ4wMpOQABBDQRYpbHpQ4EHV4,3.9,0.0,28,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金屋泰國菜館,Golden Home Thai Food,葵青區,Kwai Tsing,91,新界葵涌榮芳路99-101號葵祥大廈地下及閣樓A鋪及B鋪,"SHOP A & B, G/F & COCKLOFT, KWAI CHEUNG BUILDING, 99-101 WING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",3891805699,RL,,2026-06-11,22.35989662356823,114.1263164229963,2025-12-15,ChIJLYDgaQD5AzQRaFSQ6pmLtHs,4.2,0.0,37,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰鮮味,THAI FRESH,沙田區,Sha Tin,97,新界沙田 大圍道55-65號積輝街14-18號  金禧花園 地下 8號鋪,"SHOP 8, G/F , GRANDEUR GARDEN, NOS.14-18 CHIK FAI STREET, NOS.55-65 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",3897810989,RL,,2026-06-15,22.374131011274415,114.17706536915163,2025-12-17,ChIJVUmOMAAHBDQRnclqR0QQ9sg,4.1,0.0,8,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰‧時餐廳,THAI TIME RESTAURANT,灣仔區,Wan Chai,12,香港銅鑼灣信德街14-20號華英大廈地下C鋪,"SHOP C, G/F, WAH YING BUILDING, 14-20 SHELTER STREET, CAUSEWAY BAY, HONG KONG",3812824628,RL,,2026-06-21,22.27911004781392,114.18848447995757,2025-12-22,ChIJO-B7agABBDQROjiMcE3_MXM,4.2,0.0,11,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金泰子,GOLDEN PRINCE,旺角區,Mong Kok,62,九龍深水埗基隆街36號及柏樹街20至24號地下B舖,"SHOP B, G/F, NO. 36 KI LUNG STREET & NOS. 20-24 CEDAR STREET, PRINCE EDWARD, KOWLOON",3962807205,RR,,2026-04-29,22.325266480467143,114.16688377830997,2025-11-03,ChIJ6we_EbYABDQRPPszaZFmGBQ,3.7,0.0,175,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
嘉禮泰廚十二味,嘉禮泰廚十二味,旺角區,Mong Kok,62,九龍旺角塘尾道14-18號嘉禮大廈地下A舖,"SHOP A , G/F, SKYLINE TOWER, 14-18 TONG MI ROAD, MONG KOK, KOWLOON",3162806596,RR,,2026-12-02,22.318294957706023,114.16654092613528,2025-12-08,ChIJWx8zOAABBDQRRfm5LUMGgV0,4.3,0.0,3,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
水門泰式海南雞飯專門店,水門泰式海南雞飯專門店,灣仔區,Wan Chai,12,香港灣仔譚臣道8號 威利商業大廈地下C舖,"SHOP C, G/F, THOMSON COMMERCIAL BUILDING, 8 THOMSON ROAD, WAN CHAI, HONG KONG",2212823897,RL,,2026-09-15,22.276937468596724,114.17119764464428,2025-09-18,ChIJl1hXxQcBBDQRwvOv5domEVk,3.1,0.0,23,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰埔,THAI PO,大埔區,Tai Po,95,新界大埔翠和里5號麗和閣地下F號鋪,"SHOP F, G/F, REVE PLAZA, NO. 5 CHUI WO LANE, TAI PO, NEW TERRITORIES",3895804348,RL,,2026-07-11,22.452431254521393,114.16494840194254,2026-01-12,ChIJD97HVQAJBDQRP6c2lBj0bgQ,3.6,0.0,29,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰式燒烤,CHAI RUNG THAI FOOD,九龍城區,Kowloon City,52,九龍九龍城龍崗道1號地下及閣樓,"G/F & C/L., 1 LUNG KONG ROAD, KOWLOON CITY, KOWLOON",3852815330,RL,,2026-07-13,22.328222943420243,114.19019023926602,2026-01-15,ChIJ88PtwSoHBDQRNyCI-VWMrNs,3.9,3.0,140,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
新泰東南亞餐廳,SUN THAI RESTAURANT,九龍城區,Kowloon City,52,九龍啟德協調道12號雙子匯1期14樓1404-1405鋪,"SHOP NOS.1404-1405, 14/F, TOWER 1, THE TWINS, 12 CONCORDE ROAD, KAI TAK, KOWLOON",2252810303,RL,#G,2026-08-28,22.332608977929706,114.19993675803973,2025-09-02,ChIJo6Yc8l4HBDQRv879QFtMqos,4.4,0.0,234,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
潮泰館,潮泰館,東區,Eastern,11,香港北角和富道38-48號 豐昌大廈地下8號舖,"SHOP NO. 8, G/F, FUNG CHEONG BUILDING, NOS. 38-48 WHARF ROAD, NORTH POINT, HONG KONG",3111804899,RR,,2027-02-04,22.29172015682802,114.19604144210348,2026-02-13,ChIJKXYdLQABBDQRFPzBgmtFUxs,4.8,0.0,21,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰公館,PHAYA ASURA,九龍城區,Kowloon City,52,"九龍九龍城啟德美食海灣, 啟德體育園DC-005號舖","SHOP NO. DC-005, DINING COVE, KAI TAK SPORTS PARK, KAI TAK, KOWLOON CITY, KOWLOON",2252810543,RL,#G,2027-02-15,22.322420122152817,114.19798344839008,2026-02-24,ChIJjVK2SwABBDQRAExb8aBN8pI,4.3,0.0,23,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰悅餐廳酒吧,Thai Joy restaurant and bar,荃灣區,Tsuen Wan,92,新界荃灣川龍街118號百悅坊5樓,"5/F, OPTIMALL, 118 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",3892810531,RL,#G,2026-05-05,22.36921419357823,114.11490268564208,2025-11-07,ChIJ75stZAD5AzQR2OBz_mYdVK4,5.0,0.0,1,bar,"['bar', 'point_of_interest', 'establishment']",Standard,標準
泰誇張,THAI ZAB VERR,中西區,Central/Western,18,"香港德輔道西390,390A&392號 同達大廈地下A鋪","SHOP A, G/F, TUNG TAT BUILDING, NOS. 390, 390A & 392 DES VOEUX ROAD WEST, HONG KONG",2218819452,RL,,2026-06-23,22.28674954245419,114.13710292088332,2025-06-26,ChIJ17-WfQD_AzQRT0SBXRuAuEk,4.4,0.0,41,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
